payment_type,order_date,total_payment_value,payment_count,avg_payment_value
credit_card,2018-03-13,32533.269999999986,168,193.65041666666656
debit_card,2018-03-13,976.02,5,195.204
voucher,2018-03-13,374.2,7,53.457142857142856
boleto,2018-03-14,4841.95,45,107.59888888888889
credit_card,2018-03-14,22964.140000000003,152,151.07986842105259
debit_card,2018-03-14,58.03,1,58.03
voucher,2018-03-14,553.13,6,92.188333333333333
boleto,2018-03-15,9070.59,60,151.1765
credit_card,2018-03-15,41992.25,221,190.01018099547514
debit_card,2018-03-15,268.94,5,53.788000000000004
voucher,2018-03-15,603.58,13,46.42923076923077
boleto,2018-03-16,8479.4,52,163.06538461538463
credit_card,2018-03-16,28533.609999999997,196,145.57964285714283
voucher,2018-03-16,1747.35,30,58.245
boleto,2018-03-17,1552.06,17,91.297647058823543
credit_card,2018-03-17,21872.330000000005,158,138.4324683544304
debit_card,2018-03-17,161.76,2,80.88
voucher,2018-03-17,414.06,9,46.006666666666668
boleto,2018-03-18,2528.82,26,97.2623076923077
credit_card,2018-03-18,32414.209999999985,184,176.16418478260871
debit_card,2018-03-18,189.56,1,189.56
voucher,2018-03-18,943.79,18,52.43277777777778
boleto,2018-03-19,8404.9499999999989,65,129.30692307692306
credit_card,2018-03-19,43390.730000000025,233,186.22630901287559
debit_card,2018-03-19,129.94,2,64.97
voucher,2018-03-19,781.68999999999994,10,78.169
boleto,2018-03-20,8435.53,68,124.05191176470585
credit_card,2018-03-20,31314.229999999985,215,145.64758139534888
debit_card,2018-03-20,775.64,7,110.80571428571429
voucher,2018-03-20,2362.5299999999997,26,90.866538461538468
boleto,2018-03-21,5943.9,50,118.87800000000001
credit_card,2018-03-21,38327.179999999986,224,171.10348214285719
debit_card,2018-03-21,356.25,4,89.0625
voucher,2018-03-21,1854.7599999999998,23,80.641739130434786
boleto,2018-03-22,5528.8499999999985,44,125.65568181818182
credit_card,2018-03-22,29895.000000000007,199,150.2261306532663
debit_card,2018-03-22,567.56,4,141.89
voucher,2018-03-22,998.38,15,66.558666666666667
boleto,2018-03-23,3312.48,34,97.425882352941187
credit_card,2018-03-23,30337.929999999989,180,168.54405555555564
debit_card,2018-03-23,333.48,3,111.15999999999998
voucher,2018-03-23,833.83,8,104.22875
boleto,2018-03-24,2117.89,22,96.267727272727271
credit_card,2018-03-24,25394.930000000004,142,178.83753521126755
voucher,2018-03-24,198.6,5,39.72
boleto,2018-03-25,4135.9000000000005,33,125.33030303030304
credit_card,2018-03-25,25625.900000000005,158,162.1892405063291
debit_card,2018-03-25,20.06,1,20.06
voucher,2018-03-25,410.94000000000005,10,41.094
boleto,2018-03-26,8704.489999999998,58,150.07741379310343
credit_card,2018-03-26,31802.019999999982,206,154.37873786407772
debit_card,2018-03-26,528.61,3,176.20333333333332
voucher,2018-03-26,1710.11,15,114.00733333333334
boleto,2018-03-27,6992.2500000000009,51,137.10294117647061
credit_card,2018-03-27,30640.249999999985,186,164.73252688172036
debit_card,2018-03-27,859.65,3,286.54999999999995
voucher,2018-03-27,2141.4300000000003,19,112.70684210526316
boleto,2018-03-28,8492.1700000000019,51,166.51313725490195
credit_card,2018-03-28,25715.400000000005,163,157.76319018404911
debit_card,2018-03-28,398.26,4,99.565
voucher,2018-03-28,544.89,11,49.535454545454549
boleto,2018-03-29,3459.4,26,133.05384615384614
credit_card,2018-03-29,28624.909999999996,161,177.79447204968946
debit_card,2018-03-29,395.82,4,98.955
voucher,2018-03-29,1084.3400000000001,14,77.452857142857141
boleto,2018-03-30,4074.34,24,169.76416666666668
credit_card,2018-03-30,21525.450000000008,138,155.9815217391305
voucher,2018-03-30,679.96,12,56.663333333333327
boleto,2018-03-31,3635.9700000000003,23,158.08565217391305
credit_card,2018-03-31,24535.350000000002,142,172.78415492957751
voucher,2018-03-31,950.07999999999993,7,135.72571428571428
boleto,2018-04-01,4110.44,31,132.59483870967742
credit_card,2018-04-01,28850.80999999999,169,170.71485207100588
debit_card,2018-04-01,436.45000000000005,5,87.29
voucher,2018-04-01,791.3,8,98.9125
boleto,2018-04-02,8305.98,57,145.71894736842106
credit_card,2018-04-02,38708.580000000016,218,177.56229357798173
debit_card,2018-04-02,277.57000000000005,3,92.523333333333341
voucher,2018-04-02,784.32,23,34.100869565217387
boleto,2018-04-03,10042.66,60,167.37766666666661
credit_card,2018-04-03,31492.380000000012,179,175.93508379888263
debit_card,2018-04-03,213.67,3,71.223333333333329
voucher,2018-04-03,438.61,11,39.873636363636365
boleto,2018-04-04,9375.6800000000021,56,167.42285714285714
credit_card,2018-04-04,33303.420000000006,192,173.4553125
debit_card,2018-04-04,297.17,4,74.2925
voucher,2018-04-04,591.55,16,36.971875000000004
boleto,2018-04-05,6432.7299999999987,55,116.95872727272729
credit_card,2018-04-05,33986.19999999999,206,164.98155339805828
debit_card,2018-04-05,240.58,1,240.58
voucher,2018-04-05,1559.66,21,74.2695238095238
boleto,2018-04-06,8086.41,42,192.53357142857143
credit_card,2018-04-06,23370.87,143,163.43265734265734
debit_card,2018-04-06,45.22,1,45.22
voucher,2018-04-06,782.86,8,97.857499999999987
boleto,2018-04-07,3779.6000000000004,26,145.3692307692308
credit_card,2018-04-07,24867.480000000003,135,184.20355555555557
debit_card,2018-04-07,78.75,2,39.375
voucher,2018-04-07,289.03,3,96.343333333333334
boleto,2018-04-08,3632.03,29,125.24241379310344
credit_card,2018-04-08,23432.85,150,156.219
debit_card,2018-04-08,240.68,3,80.226666666666659
voucher,2018-04-08,578.05,12,48.170833333333334
boleto,2018-04-09,8207.77,44,186.54022727272726
credit_card,2018-04-09,46985.900000000009,205,229.19951219512197
debit_card,2018-04-09,28.43,1,28.43
voucher,2018-04-09,560.72,8,70.09
boleto,2018-04-10,6608.8200000000006,34,194.37705882352941
credit_card,2018-04-10,25068.989999999998,163,153.79748466257666
debit_card,2018-04-10,103.5,1,103.5
voucher,2018-04-10,753.97,6,125.66166666666666
boleto,2018-04-11,9410.01,63,149.36523809523811
credit_card,2018-04-11,36979.009999999995,206,179.50975728155331
debit_card,2018-04-11,161.87,4,40.4675
voucher,2018-04-11,653.58,9,72.62
boleto,2018-04-12,7079.83,52,136.15057692307693
credit_card,2018-04-12,31506.73999999998,190,165.82494736842108
debit_card,2018-04-12,563.55000000000007,5,112.71
voucher,2018-04-12,795.26,13,61.173846153846156
boleto,2018-04-13,8150.1900000000005,39,208.97923076923075
credit_card,2018-04-13,26999.319999999996,154,175.32025974025973
debit_card,2018-04-13,835.1400000000001,5,167.02800000000002
voucher,2018-04-13,455.88,6,75.98
boleto,2018-04-14,3503.2999999999997,25,140.132
credit_card,2018-04-14,18709.0,118,158.55084745762713
voucher,2018-04-14,185.57,7,26.509999999999998
boleto,2018-04-15,4165.5700000000006,33,126.22939393939393
credit_card,2018-04-15,31828.72,187,170.20705882352945
debit_card,2018-04-15,72.35,2,36.175
voucher,2018-04-15,497.55000000000007,5,99.51
boleto,2018-04-16,7495.3200000000015,58,129.2296551724138
credit_card,2018-04-16,36972.719999999994,212,174.39962264150947
debit_card,2018-04-16,547.9,3,182.63333333333333
voucher,2018-04-16,2348.71,28,83.8825
boleto,2018-04-17,7615.14,48,158.64874999999998
credit_card,2018-04-17,33842.109999999993,210,161.15290476190472
debit_card,2018-04-17,453.56000000000006,3,151.18666666666667
voucher,2018-04-17,903.43999999999994,22,41.06545454545455
boleto,2018-04-18,8282.4,61,135.77704918032788
credit_card,2018-04-18,37067.74,214,173.21373831775708
debit_card,2018-04-18,362.01,4,90.5025
voucher,2018-04-18,596.5,15,39.766666666666673
boleto,2018-04-19,9931.34,52,190.9873076923077
credit_card,2018-04-19,36895.259999999995,225,163.97893333333317
debit_card,2018-04-19,2163.54,9,240.39333333333332
voucher,2018-04-19,1336.39,21,63.637619047619054
boleto,2018-04-20,5845.01,34,171.91205882352941
credit_card,2018-04-20,25553.220000000005,151,169.22662251655629
debit_card,2018-04-20,1095.96,11,99.63272727272728
voucher,2018-04-20,347.45,9,38.605555555555554
boleto,2018-04-21,1230.62,14,87.901428571428568
credit_card,2018-04-21,20135.309999999998,138,145.90804347826091
debit_card,2018-04-21,362.94,3,120.97999999999999
voucher,2018-04-21,737.02,7,105.28857142857142
boleto,2018-04-22,2718.0599999999995,27,100.66888888888886
credit_card,2018-04-22,28499.750000000007,168,169.64136904761912
debit_card,2018-04-22,37.75,1,37.75
voucher,2018-04-22,736.23,11,66.93
boleto,2018-04-23,5606.3599999999988,49,114.41551020408164
credit_card,2018-04-23,36547.56,226,161.71486725663704
debit_card,2018-04-23,523.65000000000009,5,104.72999999999999
voucher,2018-04-23,1685.72,18,93.6511111111111
boleto,2018-04-24,8936.36,44,203.09909090909088
credit_card,2018-04-24,40108.74000000002,220,182.31245454545464
debit_card,2018-04-24,451.29,6,75.215
voucher,2018-04-24,408.63,13,31.433076923076925
boleto,2018-04-25,5692.19,37,153.84297297297297
credit_card,2018-04-25,40962.74000000002,241,169.96987551867227
debit_card,2018-04-25,306.8,3,102.26666666666667
voucher,2018-04-25,394.76000000000005,9,43.862222222222215
boleto,2018-04-26,6905.4100000000008,57,121.14754385964912
credit_card,2018-04-26,28623.589999999997,190,150.6504736842106
debit_card,2018-04-26,636.98,5,127.396
voucher,2018-04-26,746.79,13,57.445384615384619
boleto,2018-04-27,5124.96,42,122.02285714285713
credit_card,2018-04-27,41227.5,198,208.219696969697
debit_card,2018-04-27,21.04,1,21.04
voucher,2018-04-27,390.8,6,65.13333333333334
boleto,2018-04-28,4818.6,39,123.55384615384614
credit_card,2018-04-28,21288.689999999995,124,171.68298387096769
debit_card,2018-04-28,76.39,1,76.39
voucher,2018-04-28,794.84,19,41.833684210526322
boleto,2018-04-29,3860.6500000000005,28,137.88035714285715
credit_card,2018-04-29,18768.149999999998,139,135.02266187050358
voucher,2018-04-29,432.15,14,30.86785714285714
boleto,2018-04-30,8593.6500000000015,51,168.50294117647056
credit_card,2018-04-30,31722.65000000002,184,172.40570652173921
debit_card,2018-04-30,147.79,2,73.89500000000001
voucher,2018-04-30,572.52,9,63.613333333333337
boleto,2018-05-01,7155.2900000000009,41,174.51926829268294
credit_card,2018-05-01,31756.330000000009,215,147.70386046511624
debit_card,2018-05-01,96.26,1,96.26
voucher,2018-05-01,266.38,17,15.669411764705885
boleto,2018-05-02,8180.6899999999987,56,146.08374999999998
credit_card,2018-05-02,35482.77,236,150.350720338983
debit_card,2018-05-02,67.83,1,67.83
voucher,2018-05-02,1177.34,25,47.093599999999995
boleto,2018-05-03,9192.4000000000015,64,143.63125000000002
credit_card,2018-05-03,39144.490000000013,231,169.45666666666668
debit_card,2018-05-03,124.58000000000001,3,41.526666666666671
voucher,2018-05-03,1757.38,21,83.6847619047619
boleto,2018-05-04,6626.84,62,106.88451612903228
credit_card,2018-05-04,38281.449999999983,200,191.40725000000003
voucher,2018-05-04,585.81,8,73.22625
boleto,2018-05-05,4981.3700000000008,36,138.3713888888889
credit_card,2018-05-05,27065.94,157,172.39452229299366
debit_card,2018-05-05,169.10000000000002,2,84.550000000000011
voucher,2018-05-05,424.26,7,60.608571428571423
boleto,2018-05-06,3510.57,27,130.02111111111108
credit_card,2018-05-06,29588.739999999994,185,159.93913513513522
boleto,2018-05-07,11399.18,75,151.9890666666667
credit_card,2018-05-07,49818.21,291,171.19659793814444
debit_card,2018-05-07,720.68000000000006,4,180.17
voucher,2018-05-07,630.18000000000006,9,70.02000000000001
boleto,2018-05-08,8265.0400000000027,65,127.15446153846156
credit_card,2018-05-08,45901.700000000004,260,176.54500000000002
debit_card,2018-05-08,47.05,1,47.05
voucher,2018-05-08,915.59,10,91.559
boleto,2018-05-09,9834.5999999999985,63,156.10476190476192
credit_card,2018-05-09,39516.88,278,142.14705035971218
debit_card,2018-05-09,468.75,2,234.375
voucher,2018-05-09,1276.59,12,106.3825
boleto,2018-05-10,9682.84,51,189.85960784313727
credit_card,2018-05-10,47715.610000000008,227,210.20092511013223
debit_card,2018-05-10,37.04,1,37.04
voucher,2018-05-10,1436.38,11,130.58
boleto,2018-05-11,6049.79,37,163.50783783783783
credit_card,2018-05-11,35887.78,202,177.66227722772277
debit_card,2018-05-11,72.26,1,72.26
voucher,2018-05-11,1336.67,22,60.757727272727266
boleto,2018-05-12,3529.4300000000003,25,141.1772
credit_card,2018-05-12,29186.779999999984,178,163.97067415730342
debit_card,2018-05-12,160.74,2,80.37
voucher,2018-05-12,2006.17,20,100.3085
boleto,2018-05-13,6739.37,33,204.2233333333333
credit_card,2018-05-13,29376.009999999987,172,170.79075581395364
debit_card,2018-05-13,87.32,1,87.32
voucher,2018-05-13,117.37,5,23.474
boleto,2018-05-14,12697.95,69,184.0282608695652
credit_card,2018-05-14,48751.179999999978,291,167.52982817869415
debit_card,2018-05-14,107.62,1,107.62
voucher,2018-05-14,673.98,14,48.14142857142857
boleto,2018-05-15,8966.0899999999983,66,135.84984848484854
credit_card,2018-05-15,38881.359999999993,273,142.42256410256408
debit_card,2018-05-15,228.36,3,76.12
voucher,2018-05-15,1430.1799999999998,26,55.00692307692308
boleto,2018-05-16,9620.3399999999983,65,148.00523076923074
credit_card,2018-05-16,54533.149999999994,293,186.11996587030714
debit_card,2018-05-16,152.41,1,152.41
voucher,2018-05-16,436.16000000000008,10,43.616
boleto,2018-05-17,6917.66,44,157.21954545454548
credit_card,2018-05-17,28539.93,180,158.55516666666668
debit_card,2018-05-17,338.38,2,169.19
voucher,2018-05-17,462.39,6,77.065
boleto,2018-05-18,5179.8400000000011,49,105.71102040816326
credit_card,2018-05-18,30847.5,184,167.64945652173907
voucher,2018-05-18,402.42999999999995,9,44.714444444444439
boleto,2018-05-19,4468.3099999999995,21,212.7766666666667
credit_card,2018-05-19,23422.719999999994,115,203.67582608695648
debit_card,2018-05-19,73.27,1,73.27
voucher,2018-05-19,355.43000000000006,10,35.543
boleto,2018-05-20,2900.34,21,138.11142857142855
credit_card,2018-05-20,19827.109999999993,139,142.64107913669068
debit_card,2018-05-20,237.94,2,118.97
voucher,2018-05-20,120.72999999999999,5,24.146
boleto,2018-05-21,6259.01,46,136.06543478260872
credit_card,2018-05-21,23852.72,156,152.9020512820513
debit_card,2018-05-21,255.14,4,63.785
voucher,2018-05-21,253.07,3,84.356666666666669
boleto,2018-05-22,11652.72,46,253.32
credit_card,2018-05-22,19561.739999999991,152,128.6956578947368
debit_card,2018-05-22,47.43,1,47.43
voucher,2018-05-22,808.77,9,89.86333333333333
boleto,2018-05-23,2973.1000000000004,22,135.14090909090908
credit_card,2018-05-23,16097.789999999999,106,151.86594339622641
debit_card,2018-05-23,558.15,3,186.05
voucher,2018-05-23,633.26,12,52.771666666666668
boleto,2018-05-24,3441.83,28,122.9225
credit_card,2018-05-24,18354.49,84,218.50583333333333
debit_card,2018-05-24,129.06,2,64.53
voucher,2018-05-24,353.32,5,70.664
boleto,2018-05-25,2369.82,23,103.03565217391305
credit_card,2018-05-25,15412.690000000004,77,200.16480519480521
debit_card,2018-05-25,263.18,2,131.59
voucher,2018-05-25,240.63,4,60.1575
boleto,2018-05-26,1176.69,10,117.66900000000001
credit_card,2018-05-26,15451.829999999996,87,177.60724137931038
voucher,2018-05-26,285.57,2,142.785
boleto,2018-05-27,1169.06,11,106.27818181818182
credit_card,2018-05-27,13231.88,89,148.672808988764
debit_card,2018-05-27,77.42,1,77.42
voucher,2018-05-27,215.32,7,30.76
boleto,2018-05-28,6608.0199999999995,29,227.86275862068965
credit_card,2018-05-28,23270.010000000002,112,207.76794642857149
voucher,2018-05-28,426.91999999999996,8,53.364999999999995
boleto,2018-05-29,7272.97,36,202.02694444444444
credit_card,2018-05-29,20416.3,107,190.80654205607482
debit_card,2018-05-29,168.16,3,56.053333333333327
voucher,2018-05-29,1583.9,10,158.39
boleto,2018-05-30,5120.8000000000011,27,189.65925925925922
credit_card,2018-05-30,16515.58,107,154.351214953271
debit_card,2018-05-30,285.31,2,142.655
voucher,2018-05-30,607.38,11,55.216363636363639
boleto,2018-05-31,1436.97,15,95.797999999999988
credit_card,2018-05-31,21865.679999999997,113,193.50159292035408
debit_card,2018-05-31,4737.3,4,1184.325
voucher,2018-05-31,116.57000000000001,6,19.428333333333335
boleto,2018-06-01,6046.3600000000006,39,155.0348717948718
credit_card,2018-06-01,30147.920000000002,141,213.81503546099296
debit_card,2018-06-01,903.57999999999993,4,225.89499999999998
voucher,2018-06-01,186.19,5,37.238
boleto,2018-06-02,2994.4999999999995,25,119.78
credit_card,2018-06-02,25584.37,116,220.55491379310348
debit_card,2018-06-02,80.56,1,80.56
voucher,2018-06-02,280.56,5,56.111999999999995
boleto,2018-06-03,3885.0200000000004,27,143.88962962962961
credit_card,2018-06-03,28429.989999999994,158,179.93664556962025
debit_card,2018-06-03,284.94,5,56.988
voucher,2018-06-03,424.49,12,35.374166666666667
boleto,2018-06-04,7534.27,48,156.96395833333332
credit_card,2018-06-04,25220.389999999992,170,148.35523529411768
debit_card,2018-06-04,963.1400000000001,5,192.62800000000001
voucher,2018-06-04,608.6,8,76.074999999999989
boleto,2018-06-05,5801.2099999999991,37,156.78945945945949
credit_card,2018-06-05,29716.079999999994,159,186.89358490566039
debit_card,2018-06-05,770.54,5,154.108
voucher,2018-06-05,183.39,5,36.678
boleto,2018-06-06,4341.49,43,100.96488372093023
credit_card,2018-06-06,27006.079999999994,177,152.57672316384182
debit_card,2018-06-06,87.94,2,43.97
voucher,2018-06-06,741.47,12,61.789166666666667
boleto,2018-06-07,4254.2900000000009,37,114.98081081081079
credit_card,2018-06-07,37177.299999999996,182,204.27087912087916
debit_card,2018-06-07,205.70999999999998,3,68.57
voucher,2018-06-07,1039.08,14,74.22
boleto,2018-06-08,6372.26,31,205.55677419354836
credit_card,2018-06-08,24432.36,160,152.70224999999994
debit_card,2018-06-08,596.82,5,119.36399999999999
voucher,2018-06-08,395.76,9,43.973333333333329
boleto,2018-06-09,2225.36,21,105.96952380952381
credit_card,2018-06-09,28752.729999999989,144,199.6717361111111
debit_card,2018-06-09,3022.29,7,431.75571428571425
voucher,2018-06-09,33.4,1,33.4
boleto,2018-06-10,3280.3500000000004,26,126.16730769230769
credit_card,2018-06-10,25775.469999999998,161,160.09608695652182
debit_card,2018-06-10,964.51,6,160.75166666666667
voucher,2018-06-10,275.08000000000004,7,39.297142857142859
boleto,2018-06-11,6686.4299999999994,49,136.45775510204081
credit_card,2018-06-11,48444.58,231,209.71679653679664
debit_card,2018-06-11,1120.51,7,160.07285714285715
voucher,2018-06-11,1094.04,17,64.355294117647063
boleto,2018-06-12,5813.19,42,138.40928571428574
credit_card,2018-06-12,38643.950000000004,190,203.38921052631585
debit_card,2018-06-12,1727.19,13,132.86076923076922
voucher,2018-06-12,578.1,14,41.292857142857144
boleto,2018-06-13,4691.56,53,88.519999999999982
credit_card,2018-06-13,35436.530000000013,200,177.18264999999991
debit_card,2018-06-13,520.36,5,104.072
voucher,2018-06-13,938.16,13,72.166153846153847
boleto,2018-06-14,3509.4400000000005,25,140.37759999999997
credit_card,2018-06-14,27257.510000000002,173,157.5578612716763
debit_card,2018-06-14,1280.09,10,128.009
voucher,2018-06-14,660.17000000000007,7,94.31
boleto,2018-06-15,4998.64,43,116.2474418604651
credit_card,2018-06-15,22315.67,133,167.78699248120307
debit_card,2018-06-15,3456.0299999999997,8,432.00374999999997
voucher,2018-06-15,728.42,12,60.701666666666668
boleto,2018-06-16,3587.5899999999997,23,155.98217391304348
credit_card,2018-06-16,24506.520000000011,139,176.30589928057549
debit_card,2018-06-16,729.56999999999994,4,182.39249999999998
voucher,2018-06-16,176.4,5,35.28
boleto,2018-06-17,2900.38,19,152.65157894736845
credit_card,2018-06-17,17112.970000000005,128,133.69507812499998
debit_card,2018-06-17,140.91,1,140.91
voucher,2018-06-17,597.2600000000001,13,45.943076923076923
boleto,2018-06-18,8834.6399999999976,53,166.69132075471694
credit_card,2018-06-18,27785.630000000019,178,156.09904494382019
debit_card,2018-06-18,585.15,4,146.2875
voucher,2018-06-18,3821.6499999999996,24,159.23541666666665
boleto,2018-06-19,7249.42,39,185.88256410256412
credit_card,2018-06-19,29367.709999999995,174,168.77994252873569
debit_card,2018-06-19,2110.7799999999997,14,150.77
voucher,2018-06-19,1285.69,17,75.628823529411775
boleto,2018-06-20,4860.02,37,131.35189189189191
credit_card,2018-06-20,22161.17,161,137.64701863354037
debit_card,2018-06-20,5639.67,12,469.9725
voucher,2018-06-20,1669.3999999999999,21,79.495238095238108
boleto,2018-06-21,8378.51,58,144.45706896551721
credit_card,2018-06-21,23683.02,167,141.81449101796403
debit_card,2018-06-21,553.39,7,79.055714285714274
voucher,2018-06-21,687.06999999999994,14,49.076428571428572
boleto,2018-06-22,4680.9600000000009,37,126.51243243243243
credit_card,2018-06-22,21598.59,127,170.0676377952756
debit_card,2018-06-22,1719.55,11,156.32272727272726
voucher,2018-06-22,754.05,11,68.55
boleto,2018-06-23,3033.3500000000004,26,116.66730769230769
credit_card,2018-06-23,16186.839999999998,117,138.34905982905983
debit_card,2018-06-23,1251.98,6,208.66333333333333
voucher,2018-06-23,708.94,8,88.617499999999993
boleto,2018-06-24,2138.14,24,89.089166666666657
credit_card,2018-06-24,25358.750000000007,166,152.76355421686739
debit_card,2018-06-24,1714.18,9,190.46444444444444
voucher,2018-06-24,287.5,4,71.875
boleto,2018-06-25,7785.26,44,176.93772727272727
credit_card,2018-06-25,33026.490000000027,192,172.01296875000008
debit_card,2018-06-25,619.11,5,123.822
voucher,2018-06-25,577.16,10,57.715999999999994
boleto,2018-06-26,7155.3799999999992,53,135.00716981132081
credit_card,2018-06-26,26933.839999999986,180,149.63244444444445
debit_card,2018-06-26,1647.23,7,235.31857142857143
voucher,2018-06-26,1937.2199999999998,26,74.508461538461546
boleto,2018-06-27,5254.9600000000009,39,134.7425641025641
credit_card,2018-06-27,25273.320000000011,168,150.43642857142856
debit_card,2018-06-27,548.55,5,109.71000000000001
voucher,2018-06-27,1844.0700000000002,12,153.67249999999999
boleto,2018-06-28,6826.7899999999991,48,142.22479166666665
credit_card,2018-06-28,29197.450000000004,185,157.8240540540541
debit_card,2018-06-28,2180.8,7,311.54285714285714
voucher,2018-06-28,568.7,12,47.391666666666666
boleto,2018-06-29,5233.73,32,163.5540625
credit_card,2018-06-29,19429.25,135,143.92037037037042
debit_card,2018-06-29,247.54000000000002,4,61.884999999999991
voucher,2018-06-29,188.17000000000002,4,47.042500000000004
boleto,2018-06-30,2996.7799999999997,22,136.21727272727273
credit_card,2018-06-30,15546.080000000002,101,153.92158415841584
voucher,2018-06-30,78.85,2,39.425
boleto,2018-07-01,5224.23,26,200.93192307692311
credit_card,2018-07-01,23189.389999999996,127,182.59362204724408
debit_card,2018-07-01,421.72,7,60.245714285714286
voucher,2018-07-01,225.36,4,56.34
boleto,2018-07-02,6702.7400000000007,39,171.8651282051282
credit_card,2018-07-02,21284.14000000001,151,140.9545695364238
debit_card,2018-07-02,868.31,5,173.662
voucher,2018-07-02,567.24,7,81.034285714285716
boleto,2018-07-03,5102.4500000000007,39,130.83205128205128
credit_card,2018-07-03,23873.620000000003,164,145.57085365853663
debit_card,2018-07-03,1857.88,11,168.89818181818183
voucher,2018-07-03,620.65,8,77.58125
boleto,2018-07-04,7019.3599999999988,48,146.23666666666668
credit_card,2018-07-04,32847.5,197,166.73857868020309
debit_card,2018-07-04,990.89,9,110.09888888888889
voucher,2018-07-04,722.05,10,72.205
boleto,2018-07-05,7046.7599999999993,47,149.93106382978721
credit_card,2018-07-05,25810.359999999997,139,185.68604316546768
debit_card,2018-07-05,658.45,7,94.064285714285717
voucher,2018-07-05,433.92999999999995,3,144.64333333333332
boleto,2018-07-06,5991.7,20,299.58500000000004
credit_card,2018-07-06,14170.590000000002,88,161.02943181818188
debit_card,2018-07-06,959.88,8,119.985
voucher,2018-07-06,986.5,8,123.31249999999999
boleto,2018-07-07,1118.36,16,69.8975
credit_card,2018-07-07,9933.6099999999988,73,136.07684931506847
debit_card,2018-07-07,186.93,2,93.465
voucher,2018-07-07,38.339999999999996,2,19.169999999999998
boleto,2018-07-08,1792.8899999999999,18,99.605
credit_card,2018-07-08,14815.879999999992,100,148.1588000000001
debit_card,2018-07-08,736.83,4,184.2075
voucher,2018-07-08,209.12,1,209.12
boleto,2018-07-09,3189.4300000000003,21,151.87761904761905
credit_card,2018-07-09,18548.41,121,153.2926446280992
debit_card,2018-07-09,876.67000000000007,5,175.334
voucher,2018-07-09,507.65999999999997,7,72.522857142857134
boleto,2018-07-10,3447.37,26,132.59115384615384
credit_card,2018-07-10,17800.19,103,172.81737864077672
debit_card,2018-07-10,700.01,5,140.00199999999998
voucher,2018-07-10,746.88,8,93.36
boleto,2018-07-11,4446.65,23,193.33260869565214
credit_card,2018-07-11,16351.500000000002,98,166.85204081632651
debit_card,2018-07-11,965.78,4,241.445
voucher,2018-07-11,384.71000000000004,4,96.177500000000009
boleto,2018-07-12,2415.6000000000004,19,127.13684210526316
credit_card,2018-07-12,23956.779999999995,94,254.85936170212759
debit_card,2018-07-12,7511.77,8,938.97124999999994
voucher,2018-07-12,1344.55,17,79.091176470588238
boleto,2018-07-13,5921.5,35,169.18571428571428
credit_card,2018-07-13,25773.229999999996,126,204.54944444444448
debit_card,2018-07-13,524.31,5,104.862
voucher,2018-07-13,416.2,9,46.24444444444444
boleto,2018-07-14,3924.079999999999,28,140.14571428571432
credit_card,2018-07-14,21674.649999999994,114,190.12850877192992
debit_card,2018-07-14,541.82999999999993,5,108.366
voucher,2018-07-14,286.46,7,40.922857142857147
boleto,2018-07-15,11458.04,28,409.21571428571428
credit_card,2018-07-15,21318.679999999993,121,176.18743801652892
debit_card,2018-07-15,1399.2400000000002,5,279.848
voucher,2018-07-15,313.44,4,78.36
boleto,2018-07-16,11273.179999999997,62,181.82548387096776
credit_card,2018-07-16,24744.690000000013,171,144.70578947368421
debit_card,2018-07-16,1268.26,10,126.82599999999998
voucher,2018-07-16,568.53,8,71.06625
boleto,2018-07-17,4635.5700000000006,43,107.8039534883721
credit_card,2018-07-17,29142.639999999996,171,170.42479532163742
debit_card,2018-07-17,1172.79,5,234.55800000000002
voucher,2018-07-17,807.42,13,62.10923076923077
boleto,2018-07-18,8016.7099999999991,55,145.75836363636364
credit_card,2018-07-18,40903.520000000004,232,176.30827586206897
debit_card,2018-07-18,1292.39,15,86.159333333333336
voucher,2018-07-18,1179.81,21,56.181428571428569
boleto,2018-07-19,12365.400000000001,66,187.35454545454547
credit_card,2018-07-19,30491.54,174,175.23873563218388
debit_card,2018-07-19,1456.4399999999998,11,132.40363636363637
voucher,2018-07-19,597.87,8,74.73375
boleto,2018-07-20,5742.5199999999995,46,124.83739130434782
credit_card,2018-07-20,30792.929999999968,189,162.92555555555558
debit_card,2018-07-20,1053.65,12,87.80416666666666
voucher,2018-07-20,541.91,9,60.212222222222223
boleto,2018-07-21,2874.75,29,99.129310344827587
credit_card,2018-07-21,21075.559999999998,149,141.44671140939593
debit_card,2018-07-21,987.83,9,109.75888888888889
voucher,2018-07-21,570.83,7,81.547142857142859
boleto,2018-07-22,3203.400000000001,33,97.072727272727263
credit_card,2018-07-22,28526.219999999998,173,164.89144508670518
debit_card,2018-07-22,1119.48,8,139.935
voucher,2018-07-22,113.16,3,37.72
boleto,2018-07-23,8726.2999999999975,69,126.46811594202897
credit_card,2018-07-23,37378.130000000026,227,164.66136563876654
debit_card,2018-07-23,1252.95,6,208.825
voucher,2018-07-23,746.94999999999993,11,67.904545454545456
boleto,2018-07-24,7889.48,63,125.22984126984127
credit_card,2018-07-24,35900.789999999994,190,188.95152631578935
debit_card,2018-07-24,2140.5900000000006,13,164.66076923076923
voucher,2018-07-24,2223.17,11,202.10636363636365
boleto,2018-07-25,13885.900000000001,51,272.27254901960782
credit_card,2018-07-25,31853.349999999991,202,157.68985148514847
